,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.16,0.036,0.002,0.01,0.0,0.038,0.0,0.008,0.008,0.074,0.014,0.048,0.0,0.038,0.018,0.126,0.03,0.012,0.17,0.008,0.008,0.044,0.002,0.04,0.014,0.016,0.0,0.034,0.042,0.0,0.0
1,0.01,0.034,0.036,0.0,0.006,0.014,0.004,0.048,0.004,0.024,0.002,0.268,0.0,0.076,0.002,0.002,0.012,0.036,0.06,0.01,0.022,0.006,0.016,0.002,0.008,0.104,0.01,0.056,0.05,0.078,0.0
2,0.014,0.052,0.004,0.012,0.0,0.004,0.008,0.008,0.016,0.024,0.042,0.036,0.0,0.188,0.012,0.04,0.076,0.026,0.1,0.006,0.01,0.006,0.0,0.02,0.012,0.024,0.002,0.14,0.11,0.004,0.004
3,0.056,0.098,0.012,0.0,0.002,0.082,0.004,0.01,0.078,0.034,0.018,0.04,0.002,0.064,0.006,0.07,0.018,0.016,0.194,0.01,0.008,0.0,0.002,0.01,0.02,0.016,0.002,0.078,0.042,0.0,0.008
4,0.018,0.062,0.008,0.008,0.006,0.04,0.0,0.006,0.028,0.096,0.004,0.07,0.002,0.116,0.006,0.062,0.028,0.052,0.082,0.012,0.012,0.02,0.006,0.02,0.018,0.012,0.002,0.098,0.1,0.006,0.0
5,0.046,0.038,0.004,0.002,0.002,0.074,0.004,0.0,0.032,0.03,0.052,0.104,0.0,0.192,0.016,0.044,0.042,0.006,0.212,0.008,0.016,0.004,0.006,0.004,0.01,0.008,0.0,0.03,0.014,0.0,0.0
6,0.016,0.038,0.04,0.0,0.002,0.132,0.002,0.0,0.0,0.208,0.07,0.004,0.0,0.006,0.042,0.024,0.016,0.014,0.03,0.076,0.006,0.028,0.036,0.03,0.014,0.07,0.0,0.068,0.014,0.0,0.014
7,0.0,0.008,0.136,0.0,0.04,0.006,0.004,0.014,0.0,0.006,0.002,0.038,0.016,0.092,0.002,0.0,0.068,0.026,0.028,0.014,0.104,0.006,0.018,0.0,0.058,0.108,0.038,0.034,0.128,0.006,0.0
8,0.094,0.028,0.008,0.004,0.0,0.028,0.002,0.0,0.004,0.134,0.018,0.024,0.002,0.014,0.034,0.042,0.024,0.042,0.032,0.162,0.0,0.004,0.036,0.02,0.012,0.026,0.0,0.194,0.01,0.0,0.002
9,0.03,0.01,0.004,0.0,0.0,0.016,0.0,0.004,0.002,0.03,0.048,0.02,0.0,0.024,0.01,0.104,0.072,0.008,0.03,0.012,0.002,0.014,0.0,0.036,0.032,0.008,0.002,0.404,0.038,0.012,0.028
10,0.032,0.024,0.044,0.002,0.0,0.044,0.0,0.008,0.008,0.084,0.022,0.014,0.002,0.044,0.044,0.038,0.062,0.018,0.07,0.036,0.01,0.066,0.026,0.026,0.056,0.062,0.012,0.116,0.024,0.0,0.006
11,0.108,0.034,0.012,0.0,0.0,0.008,0.0,0.006,0.006,0.08,0.078,0.026,0.0,0.022,0.062,0.088,0.07,0.01,0.062,0.026,0.008,0.03,0.0,0.06,0.036,0.008,0.006,0.062,0.07,0.004,0.018
