,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.032,0.01,0.012,0.0,0.016,0.012,0.004,0.018,0.002,0.122,0.008,0.052,0.0,0.068,0.006,0.04,0.098,0.004,0.254,0.002,0.002,0.016,0.006,0.026,0.016,0.036,0.014,0.114,0.008,0.002,0.0
1,0.03,0.022,0.02,0.0,0.05,0.01,0.0,0.016,0.002,0.006,0.01,0.046,0.0,0.128,0.034,0.018,0.014,0.01,0.216,0.032,0.02,0.002,0.004,0.012,0.018,0.022,0.03,0.116,0.108,0.0,0.004
2,0.002,0.066,0.05,0.002,0.04,0.004,0.008,0.008,0.026,0.018,0.002,0.002,0.01,0.036,0.002,0.01,0.002,0.026,0.072,0.008,0.172,0.002,0.012,0.004,0.02,0.032,0.03,0.036,0.296,0.002,0.0
3,0.036,0.064,0.008,0.004,0.002,0.022,0.0,0.006,0.002,0.06,0.004,0.04,0.002,0.066,0.008,0.042,0.028,0.026,0.232,0.048,0.006,0.046,0.032,0.016,0.01,0.032,0.004,0.128,0.004,0.01,0.012
4,0.064,0.062,0.006,0.006,0.0,0.068,0.0,0.0,0.01,0.06,0.0,0.032,0.014,0.11,0.014,0.01,0.004,0.02,0.088,0.052,0.028,0.05,0.092,0.014,0.06,0.056,0.0,0.024,0.042,0.006,0.008
5,0.016,0.06,0.006,0.004,0.006,0.02,0.002,0.008,0.002,0.046,0.014,0.068,0.006,0.1,0.014,0.038,0.06,0.034,0.132,0.032,0.034,0.028,0.034,0.014,0.012,0.046,0.004,0.088,0.044,0.026,0.002
6,0.028,0.08,0.062,0.0,0.008,0.012,0.018,0.0,0.0,0.016,0.002,0.016,0.0,0.024,0.002,0.04,0.004,0.03,0.152,0.034,0.048,0.008,0.056,0.0,0.022,0.03,0.012,0.186,0.084,0.026,0.0
7,0.01,0.016,0.0,0.002,0.002,0.198,0.0,0.008,0.044,0.122,0.028,0.138,0.0,0.098,0.012,0.01,0.034,0.018,0.01,0.004,0.002,0.012,0.036,0.02,0.022,0.084,0.0,0.05,0.0,0.0,0.02
8,0.012,0.05,0.01,0.0,0.012,0.0,0.0,0.022,0.004,0.052,0.0,0.158,0.002,0.042,0.034,0.054,0.034,0.0,0.278,0.01,0.002,0.006,0.02,0.002,0.038,0.036,0.004,0.088,0.018,0.012,0.0
9,0.002,0.03,0.002,0.0,0.0,0.116,0.0,0.0,0.012,0.186,0.004,0.016,0.0,0.184,0.03,0.032,0.006,0.014,0.004,0.004,0.0,0.02,0.006,0.002,0.026,0.258,0.0,0.046,0.0,0.0,0.0
