,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.072,0.176,0.002,0.0,0.0,0.022,0.0,0.014,0.028,0.012,0.006,0.134,0.0,0.138,0.006,0.008,0.162,0.022,0.004,0.002,0.0,0.002,0.0,0.124,0.01,0.028,0.0,0.012,0.01,0.002,0.004
1,0.076,0.09,0.004,0.002,0.006,0.172,0.0,0.006,0.038,0.076,0.032,0.042,0.008,0.094,0.022,0.01,0.1,0.004,0.018,0.004,0.004,0.002,0.008,0.006,0.032,0.066,0.0,0.034,0.008,0.0,0.036
2,0.044,0.032,0.026,0.002,0.002,0.07,0.0,0.002,0.008,0.02,0.0,0.012,0.0,0.046,0.002,0.022,0.012,0.014,0.168,0.026,0.008,0.048,0.038,0.054,0.006,0.06,0.01,0.244,0.018,0.0,0.006
3,0.012,0.274,0.0,0.0,0.002,0.072,0.0,0.01,0.01,0.122,0.0,0.08,0.0,0.176,0.04,0.002,0.054,0.028,0.014,0.026,0.0,0.0,0.002,0.0,0.008,0.046,0.0,0.018,0.0,0.0,0.004
4,0.034,0.024,0.066,0.0,0.022,0.016,0.014,0.012,0.002,0.08,0.0,0.004,0.0,0.022,0.002,0.008,0.01,0.032,0.094,0.02,0.008,0.018,0.16,0.002,0.032,0.03,0.018,0.116,0.148,0.0,0.006
5,0.056,0.144,0.002,0.008,0.0,0.104,0.0,0.006,0.014,0.158,0.002,0.018,0.0,0.098,0.13,0.014,0.024,0.056,0.018,0.014,0.006,0.004,0.01,0.002,0.018,0.054,0.002,0.038,0.0,0.0,0.0
6,0.054,0.026,0.006,0.006,0.012,0.222,0.0,0.004,0.006,0.16,0.01,0.012,0.01,0.048,0.006,0.008,0.042,0.034,0.056,0.004,0.006,0.01,0.01,0.016,0.02,0.136,0.002,0.052,0.012,0.0,0.01
7,0.056,0.098,0.008,0.0,0.0,0.018,0.004,0.038,0.034,0.02,0.054,0.038,0.0,0.214,0.036,0.108,0.088,0.0,0.022,0.004,0.004,0.002,0.0,0.05,0.008,0.05,0.0,0.026,0.014,0.0,0.006
8,0.048,0.19,0.002,0.0,0.002,0.062,0.0,0.01,0.016,0.232,0.002,0.046,0.0,0.064,0.062,0.006,0.014,0.05,0.004,0.036,0.004,0.014,0.014,0.004,0.022,0.07,0.0,0.01,0.002,0.0,0.014
9,0.066,0.092,0.038,0.0,0.0,0.002,0.004,0.0,0.03,0.03,0.052,0.02,0.002,0.06,0.0,0.06,0.032,0.02,0.084,0.034,0.006,0.016,0.002,0.026,0.02,0.068,0.014,0.074,0.146,0.0,0.002
