,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.006,0.056,0.004,0.004,0.008,0.08,0.0,0.038,0.022,0.008,0.026,0.13,0.0,0.146,0.004,0.04,0.122,0.006,0.124,0.012,0.0,0.01,0.006,0.004,0.018,0.024,0.0,0.086,0.01,0.002,0.004
1,0.022,0.07,0.006,0.004,0.002,0.054,0.0,0.014,0.004,0.032,0.042,0.058,0.008,0.326,0.058,0.026,0.12,0.004,0.006,0.004,0.01,0.002,0.012,0.034,0.002,0.032,0.002,0.014,0.002,0.0,0.03
2,0.138,0.1,0.008,0.002,0.004,0.032,0.002,0.01,0.012,0.092,0.028,0.01,0.002,0.084,0.04,0.034,0.036,0.004,0.032,0.012,0.004,0.03,0.012,0.078,0.012,0.038,0.002,0.114,0.018,0.0,0.01
3,0.008,0.048,0.034,0.0,0.034,0.018,0.006,0.0,0.008,0.08,0.004,0.008,0.002,0.024,0.0,0.02,0.012,0.042,0.048,0.02,0.006,0.008,0.054,0.016,0.074,0.104,0.028,0.044,0.242,0.008,0.0
4,0.09,0.07,0.022,0.004,0.002,0.042,0.0,0.016,0.004,0.072,0.026,0.026,0.0,0.28,0.044,0.016,0.076,0.002,0.018,0.006,0.0,0.018,0.01,0.026,0.004,0.058,0.002,0.052,0.004,0.0,0.01
5,0.012,0.036,0.0,0.0,0.016,0.056,0.002,0.006,0.02,0.064,0.036,0.022,0.016,0.158,0.034,0.028,0.034,0.002,0.168,0.01,0.0,0.038,0.006,0.038,0.042,0.008,0.0,0.122,0.026,0.0,0.0
6,0.058,0.1,0.006,0.002,0.002,0.052,0.004,0.022,0.0,0.086,0.018,0.006,0.0,0.352,0.016,0.042,0.096,0.0,0.016,0.006,0.008,0.028,0.006,0.02,0.006,0.008,0.0,0.028,0.01,0.0,0.002
7,0.022,0.098,0.018,0.016,0.002,0.018,0.008,0.016,0.002,0.014,0.122,0.046,0.006,0.084,0.006,0.028,0.038,0.008,0.132,0.018,0.012,0.018,0.006,0.006,0.028,0.05,0.006,0.132,0.04,0.0,0.0
8,0.016,0.054,0.008,0.0,0.03,0.052,0.0,0.016,0.01,0.056,0.076,0.034,0.0,0.28,0.02,0.026,0.082,0.0,0.018,0.01,0.004,0.004,0.008,0.036,0.018,0.044,0.0,0.088,0.006,0.0,0.004
9,0.044,0.174,0.026,0.0,0.0,0.004,0.0,0.008,0.008,0.032,0.006,0.122,0.0,0.088,0.0,0.008,0.08,0.04,0.096,0.01,0.014,0.046,0.008,0.014,0.048,0.034,0.0,0.078,0.008,0.002,0.002
