,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.004,0.018,0.032,0.0,0.06,0.014,0.058,0.01,0.002,0.062,0.006,0.022,0.022,0.162,0.002,0.02,0.008,0.086,0.028,0.004,0.03,0.01,0.004,0.0,0.016,0.048,0.042,0.046,0.178,0.002,0.004
1,0.022,0.03,0.0,0.014,0.0,0.144,0.0,0.0,0.014,0.07,0.014,0.002,0.0,0.016,0.042,0.056,0.006,0.012,0.048,0.134,0.004,0.01,0.054,0.038,0.02,0.048,0.0,0.168,0.028,0.006,0.0
2,0.15,0.032,0.006,0.002,0.0,0.022,0.0,0.002,0.016,0.034,0.046,0.002,0.0,0.006,0.022,0.086,0.036,0.004,0.132,0.012,0.006,0.026,0.02,0.144,0.02,0.01,0.002,0.084,0.072,0.0,0.006
3,0.064,0.058,0.026,0.002,0.006,0.036,0.014,0.002,0.042,0.038,0.026,0.004,0.002,0.028,0.02,0.042,0.012,0.042,0.092,0.13,0.004,0.01,0.03,0.028,0.028,0.032,0.008,0.076,0.086,0.002,0.01
4,0.086,0.018,0.004,0.002,0.002,0.044,0.002,0.006,0.014,0.034,0.034,0.01,0.0,0.028,0.03,0.032,0.106,0.01,0.122,0.014,0.006,0.024,0.022,0.08,0.05,0.026,0.006,0.102,0.078,0.002,0.006
5,0.064,0.074,0.002,0.004,0.0,0.086,0.018,0.0,0.026,0.076,0.05,0.008,0.0,0.13,0.058,0.012,0.082,0.002,0.018,0.01,0.004,0.088,0.012,0.078,0.016,0.022,0.004,0.044,0.012,0.0,0.0
6,0.038,0.032,0.02,0.002,0.0,0.08,0.012,0.002,0.016,0.062,0.0,0.0,0.002,0.032,0.004,0.028,0.002,0.03,0.192,0.03,0.018,0.094,0.018,0.004,0.028,0.034,0.008,0.11,0.074,0.01,0.018
7,0.016,0.27,0.002,0.006,0.008,0.004,0.0,0.0,0.006,0.096,0.048,0.008,0.0,0.05,0.026,0.016,0.03,0.006,0.054,0.016,0.002,0.016,0.008,0.012,0.012,0.02,0.01,0.18,0.076,0.0,0.002
8,0.048,0.056,0.018,0.0,0.002,0.022,0.006,0.002,0.012,0.116,0.002,0.002,0.0,0.002,0.004,0.032,0.018,0.008,0.148,0.012,0.01,0.004,0.09,0.012,0.056,0.02,0.024,0.116,0.146,0.01,0.002
9,0.092,0.014,0.0,0.0,0.0,0.174,0.002,0.002,0.014,0.05,0.02,0.0,0.0,0.012,0.022,0.078,0.018,0.01,0.116,0.048,0.002,0.012,0.068,0.032,0.01,0.01,0.004,0.098,0.09,0.002,0.0
10,0.104,0.028,0.004,0.0,0.008,0.058,0.0,0.0,0.012,0.034,0.026,0.004,0.0,0.026,0.032,0.042,0.056,0.006,0.142,0.04,0.016,0.016,0.026,0.106,0.02,0.008,0.002,0.054,0.124,0.002,0.004
11,0.064,0.038,0.002,0.0,0.0,0.062,0.004,0.0,0.03,0.034,0.102,0.0,0.0,0.004,0.024,0.142,0.022,0.0,0.07,0.064,0.006,0.028,0.024,0.082,0.012,0.004,0.0,0.102,0.076,0.002,0.002
