,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.172,0.032,0.028,0.002,0.008,0.012,0.0,0.0,0.034,0.022,0.004,0.006,0.002,0.056,0.016,0.102,0.026,0.0,0.28,0.024,0.006,0.01,0.002,0.014,0.01,0.042,0.002,0.054,0.03,0.0,0.004
1,0.004,0.062,0.034,0.016,0.002,0.02,0.024,0.002,0.002,0.004,0.004,0.036,0.03,0.086,0.0,0.008,0.002,0.042,0.056,0.014,0.028,0.0,0.112,0.036,0.04,0.188,0.008,0.054,0.082,0.002,0.002
2,0.034,0.076,0.12,0.002,0.0,0.014,0.01,0.004,0.014,0.0,0.004,0.02,0.012,0.258,0.0,0.028,0.114,0.002,0.07,0.006,0.012,0.0,0.008,0.05,0.014,0.016,0.01,0.024,0.076,0.0,0.002
3,0.034,0.142,0.002,0.0,0.006,0.068,0.0,0.024,0.052,0.008,0.01,0.01,0.004,0.154,0.01,0.088,0.106,0.0,0.044,0.022,0.008,0.024,0.008,0.01,0.02,0.068,0.002,0.036,0.016,0.0,0.024
4,0.012,0.028,0.02,0.0,0.004,0.03,0.002,0.0,0.026,0.048,0.056,0.176,0.0,0.092,0.024,0.076,0.052,0.002,0.132,0.04,0.046,0.002,0.004,0.002,0.014,0.02,0.0,0.054,0.038,0.0,0.0
5,0.04,0.028,0.002,0.0,0.0,0.072,0.0,0.014,0.014,0.032,0.004,0.088,0.0,0.17,0.006,0.02,0.234,0.0,0.08,0.002,0.024,0.0,0.002,0.006,0.004,0.08,0.012,0.024,0.04,0.0,0.002
6,0.004,0.012,0.088,0.02,0.002,0.018,0.006,0.0,0.0,0.014,0.01,0.068,0.004,0.022,0.0,0.01,0.0,0.01,0.19,0.05,0.01,0.016,0.072,0.016,0.01,0.032,0.002,0.25,0.054,0.006,0.004
7,0.006,0.004,0.08,0.0,0.0,0.002,0.0,0.0,0.0,0.004,0.004,0.012,0.0,0.088,0.036,0.02,0.02,0.022,0.146,0.058,0.042,0.002,0.014,0.0,0.112,0.002,0.04,0.06,0.216,0.0,0.01
8,0.02,0.052,0.042,0.008,0.004,0.07,0.026,0.006,0.0,0.006,0.016,0.19,0.028,0.022,0.01,0.01,0.002,0.07,0.052,0.046,0.026,0.012,0.058,0.04,0.034,0.034,0.004,0.05,0.058,0.004,0.0
9,0.014,0.012,0.002,0.0,0.002,0.006,0.0,0.0,0.0,0.048,0.018,0.086,0.0,0.12,0.012,0.02,0.272,0.0,0.078,0.042,0.0,0.004,0.002,0.01,0.014,0.024,0.016,0.152,0.046,0.0,0.0
10,0.018,0.016,0.05,0.008,0.002,0.058,0.0,0.004,0.006,0.054,0.008,0.016,0.01,0.034,0.02,0.028,0.004,0.024,0.184,0.068,0.048,0.028,0.076,0.024,0.0,0.01,0.008,0.13,0.058,0.0,0.006
11,0.062,0.026,0.06,0.012,0.006,0.052,0.03,0.0,0.012,0.032,0.01,0.012,0.016,0.024,0.004,0.032,0.024,0.03,0.1,0.016,0.02,0.004,0.02,0.0,0.078,0.018,0.012,0.088,0.2,0.0,0.0
12,0.03,0.012,0.004,0.0,0.0,0.104,0.064,0.032,0.0,0.088,0.02,0.01,0.002,0.046,0.05,0.01,0.032,0.012,0.054,0.056,0.016,0.034,0.054,0.06,0.002,0.038,0.0,0.11,0.022,0.0,0.038
13,0.04,0.028,0.07,0.014,0.0,0.018,0.004,0.014,0.0,0.048,0.006,0.03,0.008,0.08,0.008,0.036,0.02,0.004,0.202,0.088,0.01,0.046,0.006,0.01,0.004,0.018,0.0,0.172,0.014,0.0,0.002
14,0.014,0.058,0.004,0.0,0.032,0.114,0.006,0.006,0.016,0.008,0.002,0.028,0.016,0.178,0.002,0.032,0.078,0.006,0.016,0.0,0.01,0.014,0.01,0.02,0.026,0.212,0.002,0.042,0.036,0.0,0.012
15,0.022,0.046,0.012,0.008,0.0,0.012,0.002,0.008,0.002,0.088,0.026,0.094,0.0,0.072,0.024,0.154,0.036,0.006,0.156,0.056,0.004,0.004,0.002,0.002,0.014,0.038,0.0,0.064,0.048,0.0,0.0
16,0.002,0.022,0.032,0.0,0.0,0.008,0.0,0.0,0.0,0.026,0.04,0.016,0.0,0.172,0.008,0.012,0.01,0.004,0.174,0.046,0.08,0.0,0.008,0.0,0.11,0.006,0.022,0.118,0.076,0.006,0.002
17,0.018,0.006,0.066,0.006,0.0,0.02,0.01,0.002,0.004,0.022,0.004,0.03,0.002,0.04,0.002,0.012,0.006,0.012,0.262,0.05,0.022,0.034,0.126,0.056,0.004,0.03,0.0,0.102,0.052,0.0,0.0
18,0.0,0.05,0.148,0.004,0.068,0.018,0.008,0.002,0.016,0.032,0.004,0.012,0.004,0.012,0.0,0.014,0.006,0.068,0.032,0.064,0.026,0.0,0.182,0.0,0.06,0.03,0.016,0.03,0.094,0.0,0.0
19,0.112,0.076,0.0,0.0,0.0,0.016,0.0,0.0,0.038,0.02,0.01,0.078,0.002,0.176,0.002,0.002,0.244,0.0,0.0,0.0,0.002,0.008,0.002,0.0,0.0,0.132,0.002,0.018,0.058,0.0,0.002
20,0.068,0.02,0.004,0.01,0.004,0.014,0.0,0.002,0.014,0.012,0.02,0.012,0.0,0.096,0.0,0.068,0.026,0.014,0.268,0.018,0.002,0.002,0.002,0.02,0.002,0.002,0.016,0.178,0.104,0.0,0.002
21,0.002,0.212,0.0,0.0,0.0,0.072,0.0,0.0,0.002,0.19,0.054,0.108,0.002,0.012,0.004,0.0,0.016,0.026,0.05,0.012,0.002,0.006,0.108,0.002,0.026,0.03,0.0,0.062,0.002,0.0,0.0
22,0.008,0.032,0.0,0.0,0.0,0.118,0.0,0.056,0.028,0.152,0.002,0.044,0.004,0.162,0.002,0.01,0.042,0.018,0.002,0.002,0.006,0.002,0.148,0.0,0.03,0.032,0.0,0.046,0.042,0.002,0.01
23,0.022,0.084,0.006,0.0,0.02,0.11,0.004,0.012,0.038,0.032,0.012,0.06,0.016,0.134,0.014,0.044,0.054,0.0,0.07,0.008,0.022,0.022,0.016,0.036,0.054,0.09,0.0,0.012,0.008,0.0,0.0
24,0.002,0.042,0.036,0.008,0.026,0.008,0.0,0.0,0.0,0.006,0.014,0.01,0.0,0.018,0.0,0.006,0.0,0.048,0.166,0.2,0.004,0.004,0.18,0.0,0.012,0.014,0.004,0.048,0.134,0.004,0.006
25,0.012,0.01,0.008,0.0,0.0,0.022,0.0,0.006,0.0,0.236,0.042,0.058,0.004,0.014,0.032,0.026,0.042,0.012,0.058,0.106,0.014,0.018,0.028,0.02,0.022,0.066,0.002,0.132,0.008,0.0,0.002
26,0.036,0.016,0.024,0.012,0.006,0.036,0.036,0.002,0.044,0.012,0.0,0.03,0.022,0.064,0.002,0.034,0.04,0.038,0.064,0.018,0.05,0.018,0.02,0.006,0.084,0.042,0.012,0.078,0.152,0.0,0.002
27,0.058,0.028,0.036,0.022,0.0,0.014,0.012,0.0,0.006,0.004,0.008,0.01,0.006,0.25,0.006,0.028,0.112,0.004,0.072,0.012,0.012,0.004,0.0,0.098,0.012,0.018,0.018,0.042,0.106,0.0,0.002
28,0.028,0.018,0.0,0.0,0.0,0.098,0.002,0.012,0.0,0.178,0.05,0.016,0.0,0.054,0.088,0.004,0.078,0.006,0.052,0.112,0.0,0.024,0.064,0.016,0.002,0.044,0.002,0.05,0.0,0.0,0.002
29,0.07,0.044,0.008,0.004,0.0,0.024,0.006,0.022,0.002,0.046,0.006,0.016,0.006,0.11,0.002,0.07,0.032,0.0,0.254,0.008,0.006,0.006,0.002,0.004,0.002,0.02,0.006,0.15,0.074,0.0,0.0
30,0.014,0.042,0.006,0.0,0.002,0.032,0.0,0.032,0.0,0.18,0.018,0.066,0.002,0.08,0.136,0.004,0.004,0.034,0.028,0.066,0.006,0.004,0.114,0.0,0.008,0.05,0.0,0.054,0.002,0.012,0.004
31,0.014,0.01,0.002,0.0,0.006,0.024,0.0,0.002,0.03,0.036,0.002,0.006,0.0,0.154,0.024,0.094,0.05,0.002,0.29,0.036,0.004,0.008,0.004,0.016,0.014,0.012,0.004,0.146,0.008,0.002,0.0
32,0.024,0.046,0.012,0.006,0.002,0.042,0.002,0.122,0.002,0.16,0.006,0.036,0.012,0.164,0.014,0.03,0.012,0.0,0.082,0.036,0.0,0.012,0.014,0.018,0.002,0.028,0.0,0.09,0.026,0.0,0.0
33,0.028,0.024,0.028,0.012,0.0,0.018,0.002,0.01,0.002,0.038,0.002,0.026,0.0,0.092,0.0,0.01,0.022,0.018,0.198,0.026,0.02,0.014,0.052,0.0,0.012,0.042,0.016,0.182,0.104,0.0,0.002
34,0.014,0.016,0.06,0.0,0.016,0.002,0.002,0.002,0.0,0.01,0.01,0.004,0.0,0.01,0.012,0.002,0.008,0.028,0.118,0.044,0.042,0.008,0.084,0.006,0.052,0.066,0.03,0.094,0.254,0.0,0.006
35,0.022,0.024,0.002,0.0,0.024,0.024,0.0,0.002,0.042,0.054,0.01,0.09,0.004,0.462,0.002,0.024,0.032,0.016,0.004,0.004,0.0,0.0,0.026,0.002,0.022,0.034,0.0,0.032,0.038,0.004,0.0
36,0.108,0.048,0.006,0.0,0.012,0.034,0.0,0.0,0.012,0.044,0.012,0.16,0.006,0.072,0.022,0.076,0.06,0.0,0.05,0.004,0.04,0.022,0.028,0.014,0.078,0.058,0.002,0.026,0.006,0.0,0.0
37,0.01,0.056,0.006,0.008,0.0,0.014,0.0,0.004,0.004,0.106,0.018,0.008,0.002,0.104,0.128,0.092,0.02,0.008,0.222,0.01,0.016,0.004,0.0,0.018,0.006,0.012,0.0,0.098,0.026,0.0,0.0
38,0.13,0.06,0.0,0.0,0.004,0.022,0.0,0.0,0.026,0.03,0.022,0.066,0.002,0.226,0.0,0.0,0.168,0.002,0.004,0.0,0.0,0.004,0.004,0.0,0.0,0.168,0.002,0.034,0.026,0.0,0.0
39,0.064,0.052,0.004,0.0,0.024,0.044,0.0,0.0,0.03,0.034,0.016,0.088,0.018,0.124,0.024,0.024,0.208,0.0,0.054,0.0,0.036,0.01,0.002,0.022,0.044,0.04,0.0,0.02,0.018,0.0,0.0
40,0.066,0.03,0.018,0.002,0.002,0.008,0.008,0.0,0.0,0.03,0.01,0.022,0.004,0.09,0.006,0.062,0.024,0.016,0.294,0.008,0.072,0.002,0.012,0.018,0.022,0.006,0.002,0.084,0.078,0.0,0.004
41,0.004,0.06,0.002,0.0,0.002,0.146,0.0,0.01,0.026,0.024,0.008,0.032,0.004,0.36,0.004,0.014,0.09,0.0,0.028,0.004,0.026,0.012,0.004,0.004,0.002,0.112,0.002,0.008,0.01,0.0,0.002
42,0.006,0.032,0.006,0.0,0.002,0.046,0.0,0.024,0.044,0.02,0.008,0.032,0.016,0.318,0.012,0.018,0.214,0.0,0.02,0.008,0.008,0.006,0.004,0.002,0.006,0.108,0.0,0.024,0.002,0.0,0.014
43,0.032,0.038,0.012,0.002,0.0,0.016,0.014,0.012,0.03,0.024,0.012,0.02,0.004,0.134,0.012,0.054,0.066,0.0,0.252,0.036,0.002,0.006,0.002,0.006,0.004,0.078,0.008,0.09,0.034,0.0,0.0
44,0.038,0.024,0.014,0.006,0.0,0.032,0.018,0.008,0.0,0.04,0.022,0.04,0.0,0.028,0.01,0.004,0.012,0.03,0.136,0.08,0.01,0.02,0.212,0.02,0.008,0.04,0.004,0.136,0.002,0.002,0.004
45,0.002,0.078,0.086,0.0,0.02,0.022,0.036,0.006,0.006,0.002,0.006,0.022,0.012,0.074,0.002,0.016,0.012,0.116,0.016,0.076,0.064,0.008,0.036,0.0,0.196,0.014,0.0,0.032,0.032,0.006,0.002
46,0.012,0.002,0.07,0.0,0.0,0.004,0.0,0.0,0.002,0.012,0.012,0.016,0.0,0.068,0.008,0.006,0.028,0.004,0.062,0.08,0.06,0.004,0.006,0.0,0.206,0.0,0.058,0.156,0.116,0.004,0.004
47,0.006,0.474,0.01,0.0,0.0,0.016,0.0,0.004,0.0,0.032,0.0,0.018,0.008,0.044,0.0,0.002,0.012,0.062,0.028,0.046,0.038,0.004,0.01,0.002,0.046,0.076,0.0,0.04,0.018,0.002,0.002
48,0.016,0.058,0.02,0.004,0.002,0.05,0.012,0.014,0.006,0.026,0.022,0.02,0.002,0.07,0.054,0.02,0.03,0.01,0.1,0.042,0.054,0.076,0.062,0.012,0.014,0.042,0.01,0.084,0.068,0.0,0.0
49,0.01,0.018,0.208,0.0,0.002,0.02,0.024,0.008,0.004,0.008,0.004,0.01,0.004,0.048,0.016,0.016,0.01,0.018,0.096,0.128,0.044,0.004,0.026,0.002,0.028,0.028,0.002,0.102,0.112,0.0,0.0
50,0.0,0.026,0.146,0.002,0.004,0.026,0.008,0.002,0.08,0.018,0.002,0.016,0.0,0.1,0.034,0.018,0.014,0.022,0.08,0.058,0.022,0.0,0.174,0.004,0.064,0.02,0.01,0.02,0.024,0.0,0.006
51,0.008,0.032,0.058,0.002,0.002,0.108,0.002,0.002,0.0,0.018,0.002,0.04,0.016,0.046,0.0,0.02,0.01,0.012,0.116,0.106,0.022,0.002,0.036,0.012,0.034,0.044,0.02,0.158,0.046,0.014,0.012
52,0.004,0.052,0.03,0.004,0.0,0.064,0.01,0.036,0.0,0.016,0.004,0.032,0.002,0.032,0.006,0.002,0.018,0.03,0.19,0.06,0.036,0.006,0.01,0.012,0.028,0.206,0.018,0.044,0.028,0.002,0.018
53,0.022,0.038,0.022,0.016,0.006,0.03,0.028,0.022,0.0,0.004,0.014,0.016,0.0,0.036,0.014,0.0,0.006,0.03,0.108,0.024,0.002,0.032,0.118,0.04,0.004,0.03,0.016,0.292,0.01,0.008,0.012
54,0.0,0.04,0.012,0.01,0.002,0.032,0.0,0.002,0.0,0.006,0.024,0.072,0.004,0.014,0.0,0.008,0.004,0.096,0.154,0.044,0.072,0.0,0.06,0.004,0.042,0.152,0.002,0.084,0.048,0.008,0.004
55,0.002,0.012,0.036,0.044,0.0,0.0,0.0,0.028,0.0,0.004,0.0,0.022,0.0,0.162,0.024,0.006,0.072,0.0,0.054,0.014,0.004,0.012,0.004,0.0,0.022,0.05,0.008,0.302,0.114,0.004,0.0
56,0.022,0.08,0.006,0.0,0.014,0.014,0.002,0.002,0.056,0.056,0.006,0.08,0.018,0.206,0.002,0.01,0.074,0.03,0.004,0.006,0.004,0.002,0.034,0.0,0.026,0.148,0.0,0.032,0.048,0.004,0.014
57,0.01,0.084,0.03,0.002,0.0,0.008,0.004,0.0,0.004,0.006,0.0,0.012,0.002,0.57,0.0,0.076,0.02,0.004,0.016,0.012,0.022,0.002,0.0,0.004,0.02,0.012,0.022,0.024,0.032,0.0,0.002
58,0.004,0.128,0.018,0.002,0.01,0.09,0.018,0.022,0.0,0.022,0.018,0.016,0.004,0.036,0.004,0.008,0.016,0.018,0.022,0.01,0.078,0.03,0.01,0.032,0.032,0.186,0.026,0.078,0.052,0.006,0.004
59,0.006,0.032,0.022,0.002,0.004,0.012,0.004,0.012,0.0,0.02,0.002,0.028,0.0,0.378,0.004,0.058,0.102,0.032,0.048,0.014,0.018,0.008,0.026,0.004,0.032,0.046,0.008,0.04,0.024,0.006,0.008
60,0.024,0.078,0.004,0.002,0.014,0.028,0.004,0.004,0.018,0.01,0.026,0.07,0.006,0.178,0.024,0.102,0.064,0.012,0.078,0.004,0.054,0.03,0.008,0.014,0.016,0.022,0.008,0.044,0.052,0.0,0.002
61,0.028,0.024,0.014,0.018,0.006,0.03,0.002,0.058,0.002,0.08,0.094,0.034,0.008,0.162,0.028,0.006,0.014,0.01,0.064,0.032,0.006,0.01,0.02,0.064,0.002,0.038,0.0,0.136,0.004,0.0,0.006
62,0.004,0.082,0.08,0.014,0.0,0.0,0.008,0.002,0.0,0.004,0.002,0.002,0.0,0.146,0.01,0.064,0.072,0.042,0.014,0.006,0.032,0.018,0.026,0.028,0.066,0.054,0.004,0.058,0.162,0.0,0.0
63,0.028,0.018,0.036,0.0,0.014,0.006,0.0,0.0,0.0,0.004,0.002,0.02,0.0,0.018,0.006,0.004,0.028,0.012,0.216,0.074,0.016,0.022,0.026,0.002,0.02,0.124,0.008,0.104,0.184,0.004,0.004
