,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.236,0.128,0.016,0.0,0.002,0.024,0.0,0.0,0.034,0.054,0.01,0.024,0.0,0.032,0.072,0.014,0.124,0.006,0.058,0.006,0.0,0.016,0.006,0.038,0.01,0.016,0.002,0.046,0.012,0.0,0.014
1,0.126,0.16,0.01,0.0,0.002,0.072,0.004,0.008,0.052,0.092,0.008,0.012,0.0,0.044,0.03,0.01,0.048,0.006,0.024,0.006,0.002,0.044,0.024,0.086,0.02,0.042,0.006,0.05,0.006,0.0,0.006
2,0.028,0.026,0.054,0.002,0.002,0.064,0.002,0.002,0.004,0.104,0.03,0.004,0.004,0.012,0.012,0.026,0.012,0.008,0.118,0.046,0.004,0.01,0.048,0.02,0.048,0.02,0.014,0.152,0.11,0.0,0.014
3,0.018,0.202,0.03,0.0,0.004,0.088,0.0,0.03,0.006,0.156,0.002,0.038,0.002,0.042,0.02,0.008,0.036,0.036,0.038,0.048,0.002,0.016,0.014,0.004,0.018,0.05,0.002,0.038,0.046,0.006,0.0
4,0.152,0.05,0.004,0.0,0.002,0.134,0.0,0.0,0.046,0.086,0.0,0.004,0.0,0.084,0.008,0.052,0.01,0.018,0.076,0.0,0.004,0.022,0.016,0.0,0.032,0.068,0.004,0.102,0.002,0.0,0.024
5,0.07,0.058,0.004,0.006,0.0,0.13,0.0,0.002,0.028,0.196,0.038,0.006,0.0,0.02,0.078,0.01,0.012,0.0,0.018,0.064,0.0,0.04,0.042,0.002,0.02,0.02,0.002,0.106,0.024,0.0,0.004
6,0.06,0.122,0.032,0.002,0.006,0.152,0.004,0.004,0.0,0.062,0.018,0.01,0.0,0.008,0.01,0.022,0.028,0.0,0.06,0.022,0.008,0.006,0.066,0.05,0.002,0.022,0.006,0.106,0.104,0.004,0.004
7,0.034,0.06,0.01,0.002,0.002,0.014,0.006,0.018,0.01,0.014,0.008,0.08,0.002,0.126,0.012,0.022,0.278,0.008,0.044,0.004,0.002,0.016,0.0,0.092,0.0,0.016,0.004,0.054,0.062,0.0,0.0
8,0.03,0.108,0.008,0.0,0.0,0.1,0.0,0.0,0.032,0.37,0.002,0.002,0.0,0.01,0.04,0.014,0.026,0.01,0.014,0.078,0.002,0.006,0.016,0.0,0.016,0.04,0.004,0.048,0.022,0.0,0.002
9,0.06,0.04,0.048,0.006,0.01,0.024,0.01,0.008,0.016,0.038,0.018,0.004,0.004,0.024,0.014,0.046,0.012,0.0,0.172,0.034,0.006,0.016,0.028,0.01,0.03,0.014,0.01,0.162,0.13,0.004,0.002
10,0.038,0.012,0.0,0.0,0.0,0.038,0.0,0.002,0.006,0.174,0.0,0.002,0.0,0.044,0.004,0.222,0.016,0.008,0.044,0.078,0.0,0.024,0.002,0.006,0.07,0.004,0.012,0.084,0.062,0.002,0.046
11,0.006,0.064,0.078,0.002,0.004,0.01,0.006,0.006,0.0,0.008,0.004,0.044,0.006,0.018,0.002,0.018,0.018,0.054,0.09,0.086,0.032,0.002,0.014,0.006,0.058,0.066,0.012,0.03,0.184,0.072,0.0
12,0.04,0.088,0.02,0.0,0.002,0.068,0.0,0.002,0.028,0.076,0.038,0.01,0.002,0.02,0.032,0.052,0.048,0.012,0.094,0.054,0.004,0.032,0.004,0.026,0.044,0.066,0.002,0.076,0.036,0.002,0.022
13,0.184,0.146,0.004,0.0,0.002,0.098,0.006,0.0,0.082,0.082,0.012,0.01,0.0,0.024,0.042,0.01,0.032,0.0,0.024,0.018,0.002,0.008,0.004,0.048,0.01,0.026,0.004,0.056,0.008,0.0,0.058
14,0.13,0.114,0.038,0.006,0.016,0.02,0.02,0.004,0.03,0.042,0.006,0.004,0.0,0.02,0.008,0.024,0.012,0.004,0.148,0.022,0.01,0.014,0.052,0.006,0.02,0.004,0.02,0.148,0.056,0.0,0.002
15,0.036,0.08,0.022,0.004,0.008,0.022,0.002,0.006,0.008,0.022,0.02,0.006,0.0,0.008,0.004,0.048,0.018,0.002,0.29,0.006,0.004,0.022,0.012,0.036,0.016,0.022,0.006,0.16,0.098,0.006,0.006
16,0.18,0.146,0.014,0.002,0.0,0.052,0.0,0.006,0.026,0.058,0.028,0.022,0.0,0.02,0.042,0.026,0.078,0.008,0.046,0.036,0.002,0.0,0.01,0.078,0.004,0.024,0.0,0.052,0.024,0.0,0.016
17,0.178,0.042,0.018,0.002,0.002,0.034,0.0,0.012,0.004,0.01,0.1,0.012,0.0,0.038,0.008,0.012,0.066,0.002,0.158,0.02,0.0,0.006,0.0,0.092,0.014,0.006,0.002,0.09,0.04,0.0,0.032
18,0.012,0.018,0.024,0.002,0.002,0.028,0.004,0.024,0.028,0.1,0.004,0.12,0.01,0.222,0.014,0.002,0.05,0.02,0.01,0.034,0.026,0.0,0.032,0.002,0.05,0.094,0.002,0.02,0.038,0.008,0.0
19,0.124,0.098,0.014,0.0,0.004,0.086,0.0,0.002,0.06,0.056,0.016,0.018,0.0,0.016,0.044,0.03,0.066,0.006,0.048,0.022,0.0,0.098,0.012,0.022,0.018,0.012,0.004,0.104,0.018,0.0,0.002
20,0.036,0.048,0.006,0.0,0.002,0.022,0.0,0.012,0.004,0.024,0.07,0.008,0.0,0.126,0.012,0.03,0.022,0.004,0.168,0.02,0.004,0.03,0.006,0.024,0.024,0.004,0.0,0.248,0.018,0.002,0.026
21,0.172,0.082,0.024,0.0,0.002,0.028,0.0,0.002,0.04,0.032,0.008,0.02,0.0,0.038,0.016,0.038,0.09,0.002,0.148,0.004,0.014,0.036,0.002,0.036,0.004,0.034,0.006,0.06,0.054,0.0,0.008
22,0.298,0.1,0.012,0.006,0.004,0.038,0.01,0.0,0.034,0.052,0.024,0.014,0.0,0.032,0.0,0.024,0.026,0.002,0.058,0.008,0.004,0.014,0.05,0.012,0.01,0.032,0.014,0.088,0.024,0.0,0.01
23,0.008,0.052,0.066,0.008,0.006,0.052,0.014,0.004,0.0,0.014,0.028,0.008,0.004,0.01,0.002,0.024,0.002,0.034,0.104,0.108,0.014,0.002,0.02,0.012,0.01,0.054,0.032,0.048,0.23,0.02,0.01
24,0.05,0.02,0.022,0.0,0.008,0.012,0.0,0.01,0.016,0.012,0.056,0.008,0.0,0.03,0.0,0.02,0.012,0.0,0.202,0.004,0.002,0.02,0.004,0.018,0.02,0.022,0.004,0.262,0.156,0.006,0.004
