,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.138,0.102,0.034,0.004,0.002,0.026,0.002,0.002,0.026,0.044,0.034,0.038,0.008,0.092,0.054,0.04,0.032,0.006,0.078,0.012,0.012,0.012,0.026,0.022,0.022,0.014,0.014,0.038,0.058,0.002,0.006
1,0.03,0.242,0.002,0.008,0.002,0.016,0.0,0.0,0.014,0.008,0.018,0.02,0.0,0.074,0.096,0.054,0.062,0.014,0.08,0.038,0.028,0.016,0.04,0.062,0.004,0.006,0.002,0.016,0.042,0.0,0.006
2,0.014,0.084,0.024,0.002,0.01,0.046,0.008,0.0,0.012,0.098,0.012,0.02,0.0,0.156,0.008,0.046,0.016,0.052,0.022,0.02,0.006,0.012,0.052,0.002,0.05,0.118,0.018,0.016,0.076,0.0,0.0
3,0.108,0.118,0.024,0.004,0.0,0.164,0.01,0.0,0.018,0.008,0.046,0.004,0.0,0.07,0.02,0.024,0.012,0.046,0.026,0.02,0.004,0.01,0.046,0.004,0.058,0.104,0.004,0.028,0.02,0.0,0.0
4,0.31,0.062,0.028,0.002,0.0,0.132,0.004,0.008,0.036,0.058,0.03,0.012,0.002,0.04,0.016,0.026,0.012,0.024,0.044,0.006,0.02,0.004,0.024,0.006,0.024,0.01,0.008,0.026,0.026,0.0,0.0
5,0.024,0.036,0.02,0.0,0.012,0.01,0.002,0.002,0.006,0.018,0.004,0.052,0.002,0.086,0.018,0.044,0.072,0.002,0.082,0.028,0.034,0.002,0.002,0.046,0.02,0.018,0.024,0.174,0.094,0.0,0.066
6,0.0,0.078,0.014,0.0,0.038,0.028,0.0,0.006,0.0,0.004,0.02,0.006,0.004,0.024,0.004,0.01,0.0,0.03,0.046,0.186,0.0,0.002,0.012,0.04,0.006,0.006,0.006,0.284,0.136,0.002,0.008
7,0.002,0.03,0.02,0.002,0.012,0.002,0.016,0.002,0.004,0.082,0.002,0.042,0.0,0.214,0.018,0.026,0.108,0.05,0.014,0.03,0.026,0.012,0.068,0.002,0.014,0.092,0.026,0.034,0.05,0.0,0.0
8,0.054,0.186,0.014,0.002,0.0,0.06,0.018,0.004,0.046,0.022,0.016,0.042,0.0,0.166,0.018,0.014,0.086,0.016,0.09,0.006,0.02,0.022,0.02,0.008,0.006,0.008,0.012,0.02,0.022,0.0,0.002
9,0.104,0.06,0.034,0.0,0.006,0.022,0.006,0.006,0.008,0.028,0.016,0.05,0.0,0.038,0.014,0.048,0.022,0.018,0.124,0.02,0.038,0.014,0.018,0.016,0.086,0.022,0.02,0.064,0.09,0.006,0.002
10,0.102,0.196,0.008,0.0,0.0,0.096,0.0,0.002,0.02,0.028,0.03,0.034,0.0,0.102,0.054,0.018,0.036,0.05,0.056,0.002,0.004,0.002,0.034,0.036,0.014,0.016,0.006,0.038,0.016,0.0,0.0
11,0.002,0.018,0.046,0.0,0.03,0.014,0.01,0.006,0.022,0.01,0.0,0.018,0.0,0.012,0.0,0.016,0.006,0.014,0.408,0.1,0.01,0.008,0.01,0.012,0.062,0.0,0.004,0.04,0.112,0.004,0.006
12,0.018,0.036,0.022,0.014,0.01,0.004,0.008,0.008,0.014,0.04,0.004,0.106,0.002,0.09,0.01,0.006,0.066,0.006,0.094,0.022,0.03,0.008,0.012,0.03,0.02,0.018,0.024,0.062,0.212,0.0,0.004
13,0.062,0.132,0.008,0.004,0.004,0.052,0.004,0.002,0.038,0.012,0.008,0.056,0.002,0.18,0.016,0.01,0.126,0.014,0.07,0.03,0.018,0.046,0.024,0.008,0.008,0.012,0.004,0.028,0.022,0.0,0.0
14,0.134,0.104,0.02,0.002,0.004,0.042,0.002,0.004,0.044,0.032,0.008,0.018,0.004,0.086,0.028,0.026,0.032,0.038,0.172,0.012,0.002,0.014,0.034,0.004,0.008,0.002,0.026,0.028,0.07,0.0,0.0
15,0.01,0.052,0.028,0.0,0.006,0.168,0.012,0.014,0.01,0.076,0.024,0.04,0.004,0.026,0.002,0.022,0.006,0.038,0.076,0.044,0.08,0.014,0.032,0.0,0.12,0.036,0.012,0.024,0.018,0.004,0.002
16,0.152,0.056,0.006,0.002,0.004,0.154,0.0,0.002,0.004,0.062,0.04,0.002,0.002,0.012,0.01,0.018,0.018,0.048,0.028,0.102,0.01,0.024,0.01,0.02,0.04,0.022,0.03,0.038,0.08,0.0,0.004
17,0.03,0.064,0.018,0.03,0.0,0.278,0.03,0.004,0.004,0.05,0.042,0.0,0.002,0.036,0.048,0.03,0.002,0.066,0.044,0.026,0.026,0.022,0.008,0.002,0.076,0.012,0.004,0.03,0.014,0.002,0.0
18,0.16,0.136,0.044,0.002,0.0,0.066,0.018,0.008,0.028,0.01,0.03,0.1,0.0,0.04,0.014,0.002,0.036,0.05,0.066,0.01,0.014,0.01,0.03,0.002,0.032,0.01,0.016,0.03,0.036,0.0,0.0
19,0.05,0.056,0.046,0.006,0.002,0.034,0.0,0.0,0.008,0.082,0.138,0.0,0.0,0.062,0.078,0.066,0.012,0.024,0.002,0.03,0.01,0.05,0.036,0.002,0.06,0.078,0.0,0.04,0.012,0.002,0.014
20,0.046,0.064,0.028,0.008,0.004,0.006,0.002,0.012,0.036,0.016,0.004,0.072,0.002,0.074,0.018,0.014,0.056,0.006,0.094,0.014,0.026,0.042,0.044,0.088,0.022,0.004,0.002,0.154,0.036,0.0,0.006
21,0.068,0.014,0.014,0.014,0.0,0.224,0.002,0.002,0.0,0.074,0.046,0.0,0.004,0.036,0.092,0.028,0.002,0.048,0.022,0.064,0.016,0.032,0.014,0.014,0.092,0.014,0.002,0.036,0.024,0.0,0.002
22,0.04,0.004,0.06,0.0,0.012,0.024,0.062,0.01,0.004,0.016,0.0,0.042,0.002,0.028,0.002,0.046,0.004,0.03,0.19,0.008,0.022,0.004,0.026,0.004,0.088,0.01,0.008,0.032,0.222,0.0,0.0
23,0.04,0.08,0.008,0.0,0.018,0.102,0.002,0.024,0.004,0.048,0.068,0.004,0.0,0.01,0.004,0.064,0.032,0.008,0.028,0.072,0.008,0.026,0.006,0.156,0.02,0.01,0.0,0.124,0.01,0.002,0.022
24,0.006,0.018,0.054,0.008,0.014,0.022,0.0,0.002,0.0,0.018,0.006,0.012,0.01,0.142,0.002,0.034,0.022,0.024,0.02,0.022,0.032,0.01,0.172,0.0,0.062,0.028,0.0,0.176,0.08,0.0,0.004
