,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.0,0.01,0.018,0.036,0.02,0.01,0.006,0.016,0.008,0.01,0.004,0.236,0.01,0.188,0.004,0.012,0.15,0.004,0.014,0.006,0.002,0.014,0.006,0.0,0.06,0.066,0.0,0.05,0.038,0.002,0.0
1,0.09,0.062,0.008,0.012,0.016,0.026,0.0,0.002,0.078,0.09,0.058,0.01,0.0,0.018,0.018,0.024,0.12,0.0,0.054,0.04,0.002,0.012,0.002,0.034,0.006,0.036,0.0,0.082,0.008,0.0,0.092
2,0.1,0.098,0.006,0.002,0.0,0.058,0.002,0.002,0.02,0.016,0.098,0.006,0.008,0.028,0.058,0.048,0.03,0.0,0.154,0.008,0.008,0.01,0.002,0.12,0.006,0.012,0.002,0.036,0.012,0.0,0.05
3,0.08,0.036,0.058,0.002,0.002,0.084,0.018,0.0,0.006,0.038,0.03,0.006,0.008,0.022,0.008,0.036,0.014,0.018,0.086,0.044,0.008,0.002,0.014,0.134,0.034,0.02,0.016,0.098,0.076,0.002,0.0
4,0.024,0.074,0.004,0.008,0.0,0.108,0.004,0.004,0.004,0.088,0.03,0.004,0.0,0.11,0.034,0.046,0.106,0.006,0.04,0.014,0.006,0.046,0.01,0.04,0.01,0.058,0.002,0.058,0.038,0.0,0.024
5,0.128,0.088,0.0,0.002,0.004,0.06,0.006,0.008,0.02,0.002,0.108,0.006,0.0,0.022,0.234,0.03,0.002,0.0,0.114,0.012,0.006,0.004,0.002,0.008,0.012,0.01,0.002,0.07,0.018,0.0,0.022
6,0.218,0.096,0.004,0.008,0.002,0.06,0.0,0.002,0.006,0.176,0.014,0.004,0.0,0.068,0.046,0.078,0.012,0.014,0.032,0.04,0.002,0.014,0.004,0.01,0.008,0.046,0.0,0.024,0.008,0.0,0.004
7,0.028,0.072,0.02,0.006,0.0,0.054,0.002,0.022,0.012,0.028,0.034,0.124,0.0,0.092,0.016,0.026,0.054,0.0,0.064,0.026,0.018,0.01,0.03,0.022,0.018,0.08,0.0,0.102,0.038,0.0,0.002
8,0.016,0.034,0.006,0.0,0.016,0.054,0.0,0.056,0.002,0.01,0.064,0.074,0.006,0.17,0.02,0.016,0.082,0.0,0.064,0.004,0.004,0.008,0.008,0.016,0.02,0.02,0.0,0.152,0.048,0.002,0.028
9,0.042,0.116,0.02,0.014,0.004,0.042,0.01,0.02,0.006,0.056,0.012,0.024,0.008,0.056,0.01,0.032,0.06,0.012,0.114,0.008,0.002,0.018,0.014,0.02,0.022,0.092,0.018,0.042,0.098,0.0,0.008
10,0.054,0.074,0.0,0.002,0.002,0.09,0.002,0.002,0.006,0.12,0.048,0.006,0.006,0.076,0.02,0.054,0.028,0.0,0.094,0.006,0.006,0.018,0.012,0.11,0.026,0.04,0.002,0.054,0.026,0.0,0.016
11,0.034,0.084,0.014,0.004,0.006,0.07,0.01,0.002,0.002,0.04,0.002,0.076,0.0,0.046,0.014,0.044,0.01,0.006,0.118,0.016,0.002,0.01,0.002,0.012,0.194,0.016,0.004,0.118,0.03,0.0,0.014
12,0.15,0.224,0.002,0.01,0.0,0.09,0.0,0.0,0.002,0.068,0.044,0.018,0.006,0.05,0.056,0.032,0.044,0.002,0.048,0.012,0.002,0.006,0.008,0.044,0.002,0.01,0.0,0.056,0.01,0.0,0.004
13,0.07,0.174,0.046,0.002,0.002,0.114,0.002,0.002,0.0,0.068,0.006,0.012,0.002,0.022,0.032,0.012,0.008,0.048,0.102,0.05,0.014,0.012,0.028,0.008,0.042,0.024,0.002,0.05,0.04,0.006,0.0
14,0.178,0.084,0.002,0.01,0.002,0.102,0.008,0.008,0.006,0.026,0.024,0.002,0.0,0.036,0.054,0.054,0.008,0.006,0.172,0.04,0.004,0.0,0.0,0.018,0.006,0.008,0.002,0.06,0.074,0.0,0.006
15,0.084,0.176,0.008,0.0,0.002,0.016,0.002,0.002,0.0,0.26,0.0,0.002,0.0,0.044,0.006,0.01,0.004,0.022,0.012,0.046,0.034,0.02,0.024,0.006,0.04,0.056,0.018,0.082,0.018,0.0,0.006
16,0.038,0.07,0.004,0.03,0.008,0.084,0.002,0.006,0.006,0.064,0.064,0.01,0.006,0.03,0.048,0.046,0.01,0.004,0.136,0.048,0.008,0.008,0.012,0.062,0.014,0.046,0.012,0.026,0.094,0.0,0.004
17,0.044,0.072,0.004,0.004,0.0,0.068,0.0,0.002,0.018,0.148,0.03,0.004,0.01,0.104,0.024,0.036,0.062,0.002,0.098,0.0,0.012,0.036,0.012,0.096,0.002,0.024,0.002,0.02,0.066,0.0,0.0
18,0.022,0.07,0.028,0.0,0.016,0.03,0.0,0.006,0.006,0.016,0.09,0.018,0.004,0.082,0.036,0.026,0.04,0.004,0.042,0.018,0.006,0.07,0.012,0.05,0.03,0.02,0.0,0.216,0.022,0.0,0.02
