,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.03,0.052,0.014,0.0,0.0,0.146,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.006,0.002,0.0,0.076,0.0,0.004,0.08,0.0,0.006,0.0,0.0,0.002,0.0,0.014,0.524,0.002,0.0,0.04
1,0.022,0.038,0.004,0.002,0.01,0.024,0.0,0.006,0.01,0.046,0.012,0.026,0.0,0.272,0.038,0.03,0.13,0.004,0.04,0.006,0.0,0.032,0.002,0.038,0.01,0.016,0.006,0.14,0.03,0.002,0.004
2,0.142,0.072,0.004,0.0,0.012,0.102,0.004,0.0,0.014,0.23,0.006,0.0,0.0,0.032,0.024,0.016,0.0,0.02,0.084,0.028,0.004,0.006,0.102,0.012,0.02,0.02,0.004,0.02,0.012,0.01,0.0
3,0.02,0.024,0.106,0.0,0.006,0.008,0.0,0.004,0.0,0.01,0.004,0.036,0.004,0.036,0.0,0.152,0.012,0.086,0.204,0.006,0.046,0.024,0.018,0.0,0.074,0.028,0.004,0.052,0.022,0.014,0.0
4,0.03,0.082,0.016,0.004,0.0,0.04,0.002,0.0,0.026,0.032,0.032,0.024,0.002,0.016,0.07,0.056,0.03,0.002,0.17,0.012,0.004,0.058,0.008,0.046,0.044,0.062,0.014,0.064,0.054,0.0,0.0
5,0.084,0.202,0.002,0.0,0.0,0.102,0.01,0.0,0.048,0.084,0.02,0.042,0.0,0.052,0.078,0.056,0.012,0.004,0.036,0.02,0.0,0.01,0.014,0.01,0.028,0.024,0.002,0.054,0.004,0.002,0.0
6,0.01,0.084,0.032,0.004,0.01,0.078,0.018,0.002,0.026,0.058,0.0,0.076,0.016,0.022,0.024,0.066,0.014,0.01,0.152,0.03,0.006,0.014,0.01,0.014,0.016,0.056,0.006,0.03,0.112,0.002,0.002
7,0.122,0.07,0.016,0.0,0.0,0.154,0.0,0.0,0.036,0.09,0.064,0.058,0.0,0.134,0.006,0.04,0.012,0.01,0.01,0.028,0.0,0.0,0.03,0.006,0.012,0.026,0.0,0.048,0.026,0.002,0.0
8,0.06,0.112,0.006,0.0,0.0,0.166,0.002,0.0,0.03,0.136,0.056,0.028,0.0,0.054,0.06,0.046,0.014,0.004,0.056,0.008,0.0,0.008,0.012,0.008,0.026,0.038,0.01,0.024,0.034,0.002,0.0
9,0.098,0.152,0.02,0.0,0.006,0.054,0.032,0.0,0.01,0.026,0.032,0.05,0.0,0.032,0.03,0.03,0.008,0.02,0.106,0.014,0.006,0.008,0.008,0.046,0.018,0.044,0.014,0.056,0.074,0.006,0.0
10,0.04,0.078,0.002,0.006,0.012,0.04,0.0,0.0,0.004,0.056,0.026,0.008,0.0,0.012,0.024,0.008,0.016,0.02,0.168,0.026,0.0,0.03,0.04,0.066,0.052,0.064,0.022,0.034,0.142,0.002,0.002
11,0.052,0.104,0.02,0.006,0.0,0.032,0.012,0.0,0.02,0.022,0.026,0.002,0.0,0.006,0.03,0.05,0.016,0.008,0.26,0.008,0.002,0.04,0.004,0.04,0.022,0.032,0.008,0.084,0.086,0.002,0.006
12,0.182,0.08,0.008,0.004,0.006,0.13,0.006,0.0,0.01,0.16,0.028,0.02,0.0,0.01,0.08,0.02,0.006,0.01,0.054,0.02,0.004,0.008,0.032,0.012,0.022,0.032,0.008,0.022,0.026,0.0,0.0
13,0.006,0.034,0.01,0.0,0.032,0.014,0.0,0.028,0.004,0.038,0.002,0.302,0.0,0.052,0.006,0.128,0.034,0.02,0.056,0.008,0.004,0.006,0.006,0.0,0.05,0.044,0.008,0.044,0.052,0.012,0.0
14,0.008,0.018,0.04,0.0,0.028,0.002,0.0,0.01,0.0,0.006,0.01,0.056,0.0,0.026,0.002,0.02,0.012,0.052,0.074,0.03,0.026,0.002,0.018,0.004,0.046,0.03,0.028,0.058,0.312,0.082,0.0
15,0.014,0.084,0.008,0.0,0.0,0.036,0.0,0.0,0.03,0.16,0.016,0.01,0.0,0.052,0.116,0.074,0.034,0.002,0.092,0.03,0.0,0.028,0.004,0.076,0.008,0.022,0.016,0.056,0.02,0.0,0.012
16,0.014,0.022,0.032,0.002,0.022,0.016,0.0,0.032,0.004,0.024,0.0,0.146,0.002,0.102,0.002,0.02,0.036,0.054,0.098,0.008,0.034,0.006,0.036,0.002,0.056,0.046,0.02,0.082,0.044,0.038,0.0
17,0.008,0.046,0.004,0.002,0.0,0.038,0.006,0.002,0.032,0.044,0.03,0.01,0.0,0.052,0.03,0.062,0.014,0.004,0.082,0.058,0.012,0.024,0.006,0.224,0.036,0.012,0.008,0.12,0.018,0.0,0.016
18,0.062,0.042,0.064,0.0,0.012,0.014,0.0,0.006,0.004,0.012,0.028,0.014,0.0,0.018,0.006,0.014,0.002,0.042,0.272,0.01,0.008,0.018,0.008,0.022,0.026,0.01,0.018,0.098,0.152,0.014,0.004
19,0.078,0.086,0.03,0.0,0.008,0.116,0.004,0.0,0.006,0.186,0.012,0.002,0.0,0.012,0.036,0.03,0.0,0.042,0.064,0.038,0.004,0.004,0.08,0.002,0.04,0.05,0.004,0.052,0.008,0.006,0.0
20,0.028,0.068,0.022,0.022,0.006,0.108,0.024,0.0,0.028,0.118,0.022,0.028,0.02,0.018,0.026,0.058,0.01,0.022,0.026,0.028,0.02,0.008,0.09,0.01,0.016,0.098,0.026,0.01,0.04,0.0,0.0
21,0.04,0.04,0.018,0.014,0.002,0.03,0.014,0.006,0.018,0.052,0.028,0.088,0.0,0.05,0.024,0.03,0.098,0.016,0.05,0.01,0.016,0.024,0.008,0.074,0.008,0.092,0.008,0.044,0.068,0.0,0.03
22,0.05,0.012,0.014,0.004,0.012,0.004,0.0,0.006,0.002,0.01,0.002,0.014,0.002,0.196,0.002,0.016,0.122,0.012,0.026,0.01,0.038,0.046,0.03,0.042,0.012,0.026,0.004,0.242,0.04,0.0,0.004
23,0.072,0.05,0.012,0.0,0.002,0.02,0.0,0.012,0.0,0.014,0.04,0.056,0.0,0.074,0.088,0.022,0.046,0.02,0.11,0.008,0.008,0.08,0.002,0.048,0.016,0.048,0.004,0.07,0.06,0.006,0.012
24,0.018,0.01,0.018,0.002,0.01,0.0,0.0,0.062,0.006,0.012,0.002,0.068,0.008,0.126,0.006,0.006,0.042,0.006,0.178,0.018,0.004,0.04,0.002,0.03,0.098,0.012,0.008,0.134,0.052,0.02,0.002
25,0.004,0.03,0.016,0.018,0.008,0.014,0.014,0.002,0.002,0.026,0.002,0.01,0.004,0.324,0.0,0.012,0.082,0.012,0.044,0.034,0.028,0.01,0.018,0.01,0.028,0.068,0.012,0.062,0.102,0.004,0.0
26,0.034,0.014,0.002,0.004,0.018,0.05,0.0,0.004,0.012,0.04,0.014,0.024,0.0,0.048,0.058,0.026,0.024,0.002,0.202,0.048,0.024,0.042,0.008,0.034,0.0,0.028,0.002,0.186,0.028,0.0,0.024
27,0.016,0.04,0.024,0.02,0.01,0.054,0.018,0.0,0.012,0.142,0.0,0.006,0.126,0.074,0.014,0.054,0.038,0.014,0.044,0.022,0.008,0.012,0.056,0.0,0.018,0.108,0.032,0.016,0.02,0.002,0.0
