,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.048,0.046,0.002,0.008,0.006,0.002,0.0,0.064,0.012,0.03,0.034,0.046,0.008,0.11,0.012,0.032,0.106,0.008,0.162,0.03,0.006,0.008,0.004,0.02,0.016,0.034,0.022,0.078,0.044,0.0,0.002
1,0.006,0.01,0.02,0.0,0.004,0.056,0.012,0.0,0.01,0.074,0.014,0.016,0.0,0.142,0.008,0.078,0.008,0.006,0.136,0.072,0.012,0.024,0.092,0.006,0.022,0.072,0.002,0.088,0.004,0.0,0.006
2,0.02,0.024,0.004,0.008,0.008,0.03,0.0,0.024,0.01,0.026,0.06,0.072,0.0,0.148,0.018,0.05,0.082,0.002,0.094,0.006,0.004,0.044,0.022,0.032,0.01,0.02,0.008,0.154,0.018,0.0,0.002
3,0.014,0.006,0.028,0.0,0.018,0.016,0.034,0.004,0.012,0.014,0.002,0.008,0.002,0.066,0.01,0.004,0.022,0.148,0.062,0.112,0.038,0.004,0.072,0.002,0.048,0.012,0.034,0.026,0.154,0.026,0.002
4,0.07,0.06,0.0,0.006,0.002,0.022,0.0,0.014,0.006,0.04,0.032,0.082,0.002,0.104,0.032,0.028,0.194,0.0,0.106,0.008,0.006,0.018,0.002,0.03,0.002,0.016,0.002,0.072,0.044,0.0,0.0
5,0.064,0.034,0.014,0.0,0.002,0.046,0.008,0.0,0.014,0.048,0.026,0.01,0.0,0.438,0.008,0.018,0.028,0.004,0.044,0.002,0.006,0.026,0.008,0.012,0.044,0.042,0.004,0.018,0.03,0.0,0.002
6,0.058,0.066,0.006,0.0,0.0,0.024,0.008,0.01,0.018,0.09,0.002,0.02,0.008,0.042,0.002,0.026,0.022,0.054,0.086,0.0,0.002,0.1,0.058,0.004,0.018,0.05,0.008,0.156,0.016,0.002,0.044
7,0.01,0.022,0.002,0.008,0.002,0.024,0.0,0.014,0.006,0.024,0.084,0.038,0.002,0.29,0.014,0.048,0.104,0.002,0.068,0.004,0.014,0.042,0.002,0.044,0.008,0.018,0.008,0.07,0.026,0.0,0.002
8,0.016,0.04,0.034,0.002,0.014,0.014,0.0,0.006,0.006,0.042,0.002,0.036,0.006,0.03,0.0,0.012,0.068,0.034,0.306,0.01,0.004,0.02,0.01,0.018,0.068,0.016,0.022,0.094,0.066,0.002,0.002
9,0.006,0.14,0.006,0.0,0.01,0.04,0.0,0.004,0.03,0.032,0.004,0.026,0.008,0.054,0.0,0.028,0.062,0.016,0.14,0.044,0.002,0.014,0.03,0.03,0.03,0.034,0.03,0.128,0.036,0.014,0.002
10,0.026,0.028,0.006,0.0,0.006,0.006,0.0,0.024,0.038,0.034,0.024,0.026,0.0,0.036,0.01,0.024,0.156,0.012,0.272,0.022,0.0,0.01,0.004,0.01,0.018,0.022,0.02,0.09,0.064,0.0,0.012
11,0.008,0.086,0.036,0.002,0.0,0.01,0.002,0.004,0.008,0.014,0.03,0.008,0.0,0.07,0.016,0.014,0.05,0.016,0.174,0.016,0.024,0.016,0.012,0.008,0.072,0.018,0.002,0.134,0.144,0.0,0.006
12,0.016,0.072,0.032,0.0,0.008,0.032,0.004,0.022,0.0,0.026,0.02,0.018,0.016,0.188,0.004,0.006,0.02,0.074,0.03,0.012,0.042,0.0,0.026,0.026,0.062,0.02,0.014,0.042,0.164,0.004,0.0
13,0.032,0.066,0.004,0.018,0.016,0.052,0.006,0.004,0.004,0.068,0.002,0.026,0.0,0.026,0.002,0.072,0.062,0.024,0.192,0.012,0.0,0.014,0.036,0.01,0.01,0.054,0.01,0.136,0.024,0.016,0.002
14,0.038,0.064,0.006,0.0,0.0,0.048,0.002,0.0,0.108,0.076,0.006,0.04,0.0,0.254,0.014,0.02,0.074,0.0,0.054,0.0,0.0,0.02,0.008,0.008,0.012,0.07,0.028,0.032,0.018,0.0,0.0
15,0.044,0.036,0.014,0.004,0.024,0.028,0.0,0.01,0.004,0.066,0.026,0.056,0.002,0.054,0.02,0.064,0.15,0.0,0.052,0.008,0.0,0.0,0.002,0.14,0.002,0.038,0.0,0.078,0.076,0.002,0.0
16,0.032,0.05,0.05,0.0,0.004,0.024,0.008,0.0,0.02,0.028,0.0,0.022,0.002,0.028,0.0,0.074,0.04,0.022,0.224,0.008,0.006,0.024,0.038,0.024,0.016,0.08,0.012,0.118,0.04,0.004,0.002
17,0.054,0.026,0.0,0.006,0.018,0.008,0.0,0.03,0.0,0.02,0.074,0.038,0.01,0.154,0.03,0.046,0.06,0.006,0.04,0.018,0.01,0.036,0.008,0.052,0.004,0.036,0.002,0.138,0.076,0.0,0.0
18,0.03,0.076,0.01,0.0,0.0,0.064,0.008,0.002,0.024,0.042,0.0,0.016,0.0,0.014,0.0,0.098,0.02,0.032,0.164,0.022,0.002,0.022,0.07,0.006,0.01,0.104,0.008,0.12,0.026,0.008,0.002
19,0.026,0.066,0.012,0.002,0.004,0.088,0.006,0.006,0.02,0.064,0.006,0.06,0.002,0.086,0.038,0.036,0.032,0.016,0.092,0.048,0.02,0.008,0.044,0.026,0.002,0.03,0.012,0.086,0.024,0.014,0.024
20,0.058,0.074,0.022,0.0,0.008,0.018,0.0,0.008,0.014,0.036,0.01,0.022,0.004,0.036,0.012,0.03,0.086,0.01,0.12,0.008,0.004,0.078,0.0,0.012,0.024,0.03,0.02,0.096,0.128,0.01,0.022
21,0.052,0.058,0.014,0.0,0.0,0.058,0.0,0.03,0.002,0.176,0.008,0.032,0.0,0.224,0.016,0.0,0.018,0.014,0.018,0.0,0.002,0.066,0.04,0.03,0.038,0.028,0.004,0.022,0.028,0.008,0.014
22,0.014,0.09,0.0,0.0,0.0,0.028,0.004,0.012,0.0,0.096,0.012,0.034,0.006,0.226,0.016,0.038,0.05,0.012,0.024,0.074,0.008,0.002,0.014,0.004,0.022,0.114,0.004,0.058,0.036,0.0,0.002
23,0.022,0.05,0.0,0.016,0.008,0.012,0.0,0.026,0.016,0.006,0.068,0.028,0.004,0.178,0.014,0.03,0.168,0.004,0.048,0.004,0.014,0.044,0.016,0.018,0.012,0.044,0.004,0.124,0.022,0.0,0.0
24,0.038,0.06,0.014,0.0,0.0,0.07,0.002,0.052,0.002,0.068,0.024,0.104,0.012,0.15,0.014,0.01,0.084,0.034,0.038,0.016,0.008,0.008,0.022,0.012,0.032,0.036,0.002,0.042,0.034,0.006,0.006
25,0.068,0.08,0.0,0.0,0.004,0.024,0.006,0.014,0.03,0.126,0.012,0.06,0.004,0.17,0.008,0.008,0.16,0.014,0.034,0.0,0.004,0.014,0.008,0.028,0.008,0.038,0.0,0.04,0.036,0.0,0.002
26,0.116,0.058,0.01,0.0,0.002,0.064,0.006,0.006,0.008,0.126,0.012,0.084,0.006,0.08,0.01,0.004,0.026,0.02,0.012,0.004,0.002,0.028,0.026,0.006,0.052,0.07,0.008,0.078,0.042,0.006,0.028
27,0.0,0.03,0.188,0.0,0.028,0.0,0.022,0.0,0.002,0.012,0.0,0.01,0.004,0.01,0.0,0.008,0.0,0.036,0.024,0.07,0.054,0.0,0.13,0.0,0.132,0.008,0.006,0.014,0.2,0.006,0.006
28,0.004,0.086,0.002,0.012,0.002,0.018,0.0,0.034,0.006,0.016,0.022,0.026,0.002,0.12,0.02,0.084,0.058,0.002,0.036,0.046,0.032,0.012,0.004,0.036,0.012,0.02,0.0,0.268,0.018,0.0,0.002
29,0.022,0.05,0.018,0.01,0.018,0.026,0.0,0.03,0.0,0.036,0.004,0.044,0.004,0.052,0.01,0.032,0.024,0.02,0.148,0.01,0.014,0.038,0.006,0.008,0.0,0.02,0.012,0.3,0.036,0.006,0.002
