,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.03,0.036,0.016,0.008,0.006,0.034,0.0,0.002,0.024,0.042,0.066,0.018,0.0,0.058,0.014,0.078,0.072,0.012,0.158,0.012,0.014,0.032,0.014,0.024,0.036,0.034,0.004,0.096,0.042,0.0,0.018
1,0.042,0.018,0.042,0.006,0.002,0.0,0.0,0.008,0.028,0.002,0.028,0.01,0.0,0.042,0.1,0.04,0.012,0.006,0.176,0.016,0.04,0.008,0.006,0.006,0.042,0.056,0.026,0.124,0.114,0.0,0.0
2,0.028,0.04,0.064,0.0,0.006,0.044,0.0,0.002,0.032,0.01,0.062,0.004,0.0,0.02,0.04,0.012,0.006,0.026,0.08,0.052,0.036,0.006,0.01,0.012,0.016,0.02,0.008,0.088,0.264,0.006,0.006
3,0.046,0.168,0.018,0.0,0.0,0.086,0.006,0.002,0.022,0.14,0.014,0.01,0.0,0.026,0.024,0.02,0.002,0.038,0.064,0.03,0.012,0.006,0.136,0.04,0.008,0.01,0.004,0.038,0.014,0.0,0.016
4,0.106,0.086,0.024,0.0,0.0,0.072,0.0,0.0,0.006,0.008,0.008,0.02,0.0,0.022,0.01,0.022,0.002,0.116,0.11,0.014,0.022,0.072,0.018,0.018,0.028,0.072,0.004,0.072,0.032,0.004,0.032
5,0.028,0.058,0.012,0.0,0.012,0.17,0.008,0.002,0.0,0.052,0.018,0.07,0.0,0.022,0.016,0.046,0.014,0.014,0.106,0.04,0.01,0.008,0.008,0.026,0.018,0.042,0.006,0.032,0.152,0.0,0.01
6,0.006,0.124,0.044,0.014,0.004,0.012,0.014,0.0,0.0,0.046,0.002,0.022,0.024,0.14,0.002,0.028,0.04,0.08,0.036,0.024,0.038,0.002,0.066,0.0,0.018,0.066,0.004,0.034,0.11,0.0,0.0
7,0.006,0.212,0.008,0.0,0.0,0.038,0.004,0.0,0.046,0.058,0.008,0.028,0.0,0.14,0.026,0.004,0.016,0.006,0.082,0.018,0.004,0.036,0.064,0.06,0.03,0.012,0.002,0.06,0.026,0.0,0.006
8,0.08,0.038,0.042,0.002,0.002,0.014,0.024,0.004,0.03,0.038,0.048,0.006,0.002,0.024,0.016,0.054,0.008,0.02,0.16,0.032,0.01,0.002,0.042,0.018,0.032,0.026,0.046,0.116,0.058,0.006,0.0
9,0.024,0.054,0.002,0.0,0.0,0.1,0.0,0.0,0.032,0.202,0.002,0.004,0.0,0.188,0.01,0.022,0.0,0.034,0.064,0.052,0.004,0.01,0.096,0.004,0.052,0.006,0.006,0.026,0.002,0.002,0.002
10,0.034,0.024,0.026,0.014,0.004,0.004,0.0,0.0,0.012,0.02,0.096,0.02,0.0,0.05,0.094,0.03,0.022,0.006,0.182,0.004,0.024,0.01,0.006,0.022,0.032,0.03,0.02,0.188,0.024,0.002,0.0
11,0.014,0.114,0.004,0.002,0.002,0.012,0.002,0.002,0.024,0.028,0.07,0.008,0.0,0.22,0.034,0.014,0.172,0.004,0.044,0.002,0.0,0.012,0.028,0.02,0.004,0.012,0.0,0.124,0.024,0.0,0.004
12,0.074,0.002,0.004,0.0,0.0,0.042,0.0,0.002,0.0,0.046,0.0,0.014,0.0,0.02,0.004,0.208,0.0,0.002,0.062,0.01,0.002,0.046,0.0,0.006,0.008,0.036,0.052,0.082,0.06,0.002,0.216
13,0.06,0.054,0.032,0.0,0.002,0.072,0.0,0.002,0.012,0.074,0.012,0.038,0.0,0.074,0.006,0.034,0.014,0.07,0.094,0.042,0.018,0.016,0.02,0.016,0.024,0.054,0.0,0.11,0.028,0.01,0.012
