,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.01,0.014,0.0,0.0,0.0,0.072,0.01,0.036,0.004,0.128,0.002,0.08,0.0,0.186,0.07,0.038,0.024,0.008,0.076,0.012,0.032,0.026,0.112,0.0,0.004,0.042,0.0,0.012,0.002,0.0,0.0
1,0.062,0.174,0.004,0.0,0.002,0.03,0.002,0.006,0.006,0.132,0.004,0.038,0.014,0.066,0.004,0.01,0.102,0.038,0.072,0.018,0.006,0.022,0.012,0.014,0.014,0.02,0.052,0.046,0.028,0.0,0.002
2,0.026,0.048,0.002,0.0,0.002,0.072,0.0,0.002,0.002,0.11,0.004,0.066,0.0,0.168,0.012,0.062,0.022,0.0,0.03,0.07,0.006,0.012,0.08,0.002,0.022,0.116,0.0,0.05,0.014,0.0,0.0
3,0.044,0.032,0.006,0.0,0.006,0.022,0.0,0.012,0.01,0.066,0.02,0.094,0.0,0.068,0.006,0.008,0.032,0.002,0.168,0.04,0.0,0.058,0.02,0.01,0.048,0.018,0.006,0.156,0.04,0.0,0.008
4,0.048,0.038,0.02,0.0,0.026,0.042,0.0,0.014,0.006,0.058,0.01,0.054,0.002,0.014,0.002,0.042,0.008,0.014,0.274,0.046,0.008,0.042,0.05,0.002,0.032,0.026,0.01,0.1,0.012,0.0,0.0
5,0.048,0.036,0.012,0.0,0.006,0.056,0.0,0.036,0.05,0.07,0.012,0.028,0.0,0.218,0.006,0.08,0.058,0.038,0.052,0.012,0.03,0.006,0.026,0.01,0.028,0.02,0.004,0.05,0.006,0.002,0.0
6,0.02,0.044,0.024,0.004,0.016,0.016,0.002,0.002,0.018,0.024,0.042,0.046,0.004,0.096,0.02,0.038,0.04,0.024,0.034,0.05,0.01,0.048,0.04,0.018,0.104,0.076,0.01,0.096,0.032,0.0,0.002
7,0.008,0.026,0.062,0.0,0.004,0.01,0.008,0.004,0.004,0.036,0.004,0.044,0.0,0.012,0.002,0.01,0.004,0.016,0.226,0.014,0.002,0.0,0.132,0.0,0.054,0.03,0.094,0.046,0.144,0.0,0.004
8,0.028,0.06,0.004,0.0,0.014,0.052,0.0,0.01,0.01,0.086,0.002,0.04,0.004,0.18,0.002,0.076,0.016,0.032,0.03,0.038,0.032,0.024,0.038,0.008,0.042,0.096,0.004,0.066,0.002,0.0,0.004
9,0.058,0.044,0.008,0.018,0.0,0.002,0.0,0.028,0.004,0.022,0.008,0.058,0.002,0.244,0.022,0.002,0.144,0.004,0.068,0.002,0.004,0.046,0.004,0.042,0.018,0.02,0.016,0.072,0.04,0.0,0.0
10,0.046,0.07,0.004,0.0,0.028,0.038,0.0,0.016,0.008,0.086,0.026,0.014,0.028,0.098,0.014,0.048,0.064,0.018,0.04,0.02,0.052,0.002,0.036,0.0,0.174,0.06,0.0,0.002,0.0,0.0,0.008
11,0.044,0.05,0.054,0.0,0.058,0.066,0.006,0.018,0.004,0.02,0.002,0.086,0.002,0.056,0.0,0.016,0.0,0.026,0.136,0.028,0.016,0.014,0.1,0.0,0.034,0.028,0.026,0.094,0.012,0.004,0.0
12,0.032,0.06,0.008,0.002,0.004,0.044,0.0,0.006,0.018,0.104,0.012,0.056,0.0,0.038,0.002,0.064,0.022,0.008,0.18,0.022,0.004,0.102,0.026,0.0,0.042,0.046,0.002,0.074,0.02,0.0,0.002
13,0.032,0.068,0.008,0.0,0.05,0.068,0.004,0.012,0.016,0.094,0.01,0.022,0.01,0.052,0.054,0.05,0.052,0.01,0.088,0.024,0.048,0.01,0.044,0.0,0.12,0.026,0.0,0.018,0.0,0.0,0.01
14,0.01,0.032,0.024,0.0,0.004,0.024,0.002,0.004,0.012,0.134,0.018,0.046,0.0,0.078,0.008,0.022,0.01,0.046,0.094,0.022,0.022,0.01,0.02,0.004,0.068,0.046,0.034,0.146,0.04,0.002,0.018
15,0.028,0.06,0.002,0.002,0.0,0.014,0.0,0.038,0.002,0.0,0.028,0.014,0.0,0.116,0.028,0.008,0.094,0.0,0.1,0.024,0.014,0.01,0.002,0.074,0.016,0.018,0.074,0.208,0.018,0.0,0.008
16,0.056,0.016,0.008,0.016,0.002,0.062,0.004,0.0,0.012,0.006,0.012,0.034,0.0,0.048,0.0,0.01,0.026,0.016,0.304,0.036,0.006,0.024,0.006,0.006,0.026,0.016,0.012,0.118,0.118,0.0,0.0
17,0.02,0.068,0.068,0.0,0.024,0.042,0.002,0.0,0.002,0.02,0.002,0.022,0.0,0.012,0.0,0.02,0.002,0.016,0.218,0.012,0.034,0.006,0.118,0.0,0.042,0.016,0.082,0.086,0.066,0.0,0.0
18,0.058,0.112,0.016,0.0,0.034,0.014,0.01,0.026,0.042,0.056,0.042,0.038,0.006,0.112,0.034,0.11,0.066,0.002,0.014,0.01,0.02,0.008,0.016,0.0,0.05,0.072,0.002,0.004,0.002,0.0,0.024
19,0.204,0.01,0.004,0.0,0.002,0.01,0.0,0.016,0.006,0.07,0.024,0.03,0.002,0.066,0.002,0.032,0.054,0.002,0.032,0.032,0.002,0.022,0.028,0.024,0.012,0.0,0.004,0.298,0.012,0.0,0.0
20,0.028,0.042,0.012,0.0,0.006,0.048,0.006,0.024,0.038,0.052,0.008,0.054,0.0,0.246,0.016,0.06,0.028,0.02,0.076,0.024,0.018,0.004,0.05,0.0,0.038,0.034,0.014,0.044,0.01,0.0,0.0
21,0.038,0.058,0.006,0.0,0.044,0.034,0.0,0.018,0.026,0.022,0.142,0.016,0.002,0.122,0.054,0.072,0.036,0.004,0.044,0.004,0.02,0.046,0.012,0.006,0.084,0.038,0.0,0.038,0.004,0.0,0.01
22,0.018,0.088,0.008,0.0,0.022,0.056,0.002,0.048,0.022,0.058,0.036,0.04,0.002,0.224,0.09,0.034,0.028,0.0,0.066,0.018,0.03,0.038,0.008,0.002,0.026,0.014,0.0,0.02,0.0,0.0,0.002
23,0.036,0.086,0.006,0.002,0.004,0.0,0.0,0.01,0.0,0.02,0.016,0.018,0.002,0.062,0.004,0.018,0.058,0.0,0.06,0.016,0.008,0.016,0.002,0.07,0.026,0.008,0.034,0.366,0.042,0.0,0.01
24,0.016,0.068,0.12,0.002,0.02,0.014,0.002,0.002,0.0,0.002,0.012,0.062,0.0,0.036,0.012,0.01,0.002,0.008,0.172,0.076,0.014,0.04,0.0,0.018,0.014,0.038,0.012,0.126,0.1,0.0,0.002
25,0.012,0.022,0.124,0.006,0.004,0.022,0.0,0.0,0.004,0.022,0.0,0.016,0.016,0.018,0.0,0.022,0.006,0.01,0.246,0.066,0.004,0.014,0.032,0.0,0.016,0.028,0.05,0.14,0.09,0.01,0.0
26,0.02,0.07,0.02,0.0,0.004,0.034,0.016,0.088,0.018,0.056,0.002,0.086,0.004,0.08,0.014,0.02,0.008,0.018,0.144,0.038,0.05,0.008,0.034,0.002,0.062,0.004,0.002,0.088,0.008,0.0,0.002
27,0.002,0.048,0.176,0.0,0.024,0.016,0.008,0.0,0.0,0.01,0.006,0.054,0.0,0.004,0.002,0.006,0.006,0.066,0.232,0.022,0.016,0.0,0.056,0.0,0.08,0.026,0.046,0.046,0.048,0.0,0.0
28,0.012,0.094,0.008,0.0,0.004,0.06,0.008,0.042,0.03,0.036,0.0,0.036,0.008,0.244,0.016,0.046,0.016,0.006,0.04,0.01,0.034,0.0,0.034,0.006,0.042,0.098,0.002,0.052,0.014,0.0,0.002
29,0.008,0.064,0.0,0.0,0.0,0.052,0.004,0.0,0.006,0.036,0.044,0.026,0.0,0.292,0.012,0.014,0.26,0.006,0.008,0.008,0.01,0.006,0.006,0.024,0.012,0.056,0.002,0.044,0.0,0.0,0.0
30,0.03,0.07,0.016,0.0,0.018,0.078,0.004,0.026,0.024,0.036,0.01,0.026,0.0,0.048,0.018,0.082,0.012,0.018,0.04,0.022,0.038,0.034,0.062,0.05,0.044,0.052,0.006,0.088,0.036,0.0,0.012
31,0.102,0.034,0.004,0.0,0.008,0.048,0.002,0.05,0.03,0.056,0.092,0.044,0.0,0.058,0.026,0.026,0.042,0.006,0.148,0.026,0.014,0.042,0.012,0.004,0.058,0.018,0.002,0.04,0.0,0.0,0.008
