,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.09,0.072,0.026,0.0,0.004,0.07,0.002,0.012,0.02,0.194,0.014,0.004,0.006,0.04,0.068,0.046,0.004,0.004,0.026,0.052,0.004,0.042,0.042,0.034,0.01,0.032,0.01,0.012,0.02,0.004,0.036
1,0.052,0.084,0.018,0.0,0.0,0.082,0.002,0.01,0.008,0.082,0.01,0.026,0.0,0.138,0.012,0.016,0.082,0.048,0.046,0.02,0.008,0.018,0.002,0.006,0.014,0.016,0.006,0.126,0.05,0.004,0.014
2,0.012,0.092,0.058,0.0,0.002,0.122,0.024,0.012,0.01,0.046,0.008,0.024,0.006,0.09,0.026,0.064,0.02,0.014,0.048,0.01,0.016,0.012,0.09,0.014,0.034,0.06,0.008,0.028,0.05,0.0,0.0
3,0.138,0.036,0.018,0.0,0.018,0.044,0.0,0.004,0.01,0.026,0.062,0.018,0.004,0.034,0.022,0.032,0.014,0.018,0.116,0.036,0.002,0.034,0.006,0.032,0.036,0.024,0.002,0.064,0.14,0.002,0.008
4,0.026,0.202,0.026,0.002,0.012,0.018,0.0,0.006,0.028,0.016,0.052,0.004,0.0,0.01,0.002,0.028,0.012,0.038,0.23,0.06,0.004,0.006,0.022,0.002,0.054,0.006,0.002,0.104,0.024,0.0,0.004
5,0.072,0.138,0.02,0.0,0.0,0.034,0.01,0.01,0.064,0.07,0.056,0.002,0.0,0.048,0.044,0.04,0.03,0.038,0.078,0.018,0.006,0.002,0.046,0.036,0.028,0.022,0.01,0.03,0.046,0.0,0.002
6,0.054,0.056,0.018,0.012,0.006,0.15,0.006,0.0,0.004,0.028,0.032,0.004,0.0,0.026,0.028,0.026,0.018,0.014,0.032,0.162,0.0,0.024,0.044,0.026,0.03,0.028,0.02,0.06,0.084,0.002,0.006
7,0.018,0.034,0.014,0.0,0.006,0.054,0.0,0.004,0.006,0.094,0.038,0.022,0.004,0.024,0.004,0.038,0.08,0.058,0.19,0.074,0.004,0.03,0.008,0.032,0.048,0.008,0.004,0.036,0.066,0.002,0.0
8,0.04,0.042,0.068,0.002,0.006,0.074,0.002,0.004,0.004,0.182,0.014,0.0,0.002,0.018,0.032,0.032,0.026,0.018,0.008,0.028,0.028,0.038,0.146,0.026,0.014,0.082,0.002,0.03,0.01,0.002,0.02
9,0.104,0.034,0.008,0.004,0.0,0.012,0.002,0.004,0.006,0.03,0.024,0.008,0.0,0.04,0.034,0.018,0.09,0.004,0.204,0.03,0.004,0.07,0.002,0.034,0.02,0.004,0.018,0.124,0.064,0.002,0.002
10,0.026,0.14,0.036,0.0,0.0,0.092,0.01,0.002,0.002,0.068,0.028,0.008,0.002,0.014,0.038,0.034,0.004,0.016,0.058,0.014,0.026,0.008,0.198,0.012,0.066,0.042,0.002,0.03,0.02,0.0,0.004
11,0.024,0.092,0.092,0.004,0.014,0.07,0.038,0.024,0.016,0.034,0.002,0.03,0.028,0.022,0.002,0.016,0.0,0.042,0.186,0.03,0.014,0.0,0.016,0.0,0.064,0.026,0.014,0.03,0.07,0.0,0.0
12,0.0,0.008,0.024,0.004,0.0,0.01,0.0,0.0,0.0,0.006,0.004,0.2,0.0,0.094,0.0,0.006,0.002,0.192,0.11,0.004,0.002,0.01,0.032,0.0,0.012,0.012,0.002,0.23,0.012,0.022,0.002
13,0.04,0.196,0.03,0.0,0.002,0.046,0.012,0.012,0.004,0.042,0.014,0.012,0.008,0.03,0.012,0.05,0.004,0.064,0.126,0.068,0.018,0.0,0.062,0.008,0.042,0.03,0.004,0.032,0.03,0.0,0.002
14,0.04,0.072,0.02,0.002,0.004,0.024,0.008,0.036,0.004,0.09,0.01,0.024,0.006,0.066,0.01,0.048,0.04,0.042,0.084,0.03,0.008,0.0,0.016,0.008,0.022,0.094,0.032,0.02,0.134,0.006,0.0
15,0.116,0.042,0.022,0.002,0.006,0.016,0.002,0.002,0.008,0.018,0.044,0.016,0.0,0.026,0.014,0.028,0.034,0.008,0.214,0.022,0.0,0.042,0.004,0.076,0.016,0.012,0.02,0.1,0.09,0.0,0.0
16,0.158,0.038,0.006,0.002,0.006,0.03,0.002,0.0,0.004,0.036,0.066,0.002,0.002,0.024,0.02,0.012,0.048,0.006,0.252,0.026,0.004,0.034,0.018,0.062,0.012,0.016,0.004,0.06,0.048,0.0,0.002
17,0.0,0.014,0.006,0.0,0.008,0.106,0.0,0.0,0.004,0.08,0.002,0.01,0.0,0.002,0.0,0.024,0.004,0.032,0.098,0.0,0.024,0.026,0.0,0.0,0.4,0.046,0.016,0.06,0.02,0.008,0.01
18,0.076,0.064,0.03,0.0,0.018,0.038,0.012,0.012,0.02,0.05,0.062,0.018,0.006,0.062,0.042,0.062,0.036,0.018,0.096,0.024,0.0,0.014,0.016,0.01,0.062,0.038,0.006,0.052,0.048,0.008,0.0
19,0.042,0.034,0.014,0.016,0.0,0.014,0.0,0.0,0.016,0.018,0.038,0.01,0.0,0.034,0.008,0.104,0.02,0.008,0.058,0.166,0.002,0.028,0.072,0.036,0.014,0.018,0.008,0.172,0.05,0.0,0.0
20,0.09,0.022,0.042,0.0,0.002,0.016,0.002,0.002,0.058,0.012,0.002,0.066,0.0,0.09,0.0,0.014,0.02,0.192,0.078,0.0,0.014,0.006,0.032,0.002,0.022,0.04,0.0,0.092,0.064,0.018,0.002
21,0.106,0.134,0.014,0.0,0.002,0.088,0.004,0.004,0.006,0.058,0.07,0.006,0.0,0.04,0.084,0.044,0.026,0.022,0.06,0.024,0.002,0.028,0.008,0.016,0.028,0.064,0.004,0.024,0.03,0.0,0.004
22,0.054,0.082,0.024,0.002,0.0,0.114,0.002,0.004,0.002,0.236,0.04,0.002,0.0,0.038,0.08,0.046,0.01,0.01,0.03,0.028,0.026,0.006,0.042,0.006,0.024,0.064,0.002,0.008,0.016,0.002,0.0
23,0.068,0.046,0.01,0.0,0.01,0.012,0.0,0.0,0.002,0.036,0.056,0.016,0.0,0.024,0.006,0.062,0.036,0.018,0.148,0.036,0.006,0.026,0.004,0.018,0.012,0.046,0.008,0.136,0.156,0.002,0.0
24,0.046,0.052,0.022,0.002,0.01,0.024,0.0,0.002,0.012,0.012,0.008,0.008,0.0,0.018,0.018,0.104,0.002,0.02,0.094,0.128,0.002,0.016,0.002,0.012,0.01,0.012,0.012,0.126,0.2,0.018,0.008
